title_len,body_length,num_codeblocks,len_codeblocks,code/text,num_tags,is_answered
72,551,0,0,0.0,3,True
63,914,2,35,0.0382932166301969,4,True
111,320,0,0,0.0,1,True
70,328,1,98,0.298780487804878,3,False
70,585,2,513,0.8769230769230769,3,True
87,560,0,0,0.0,2,True
51,1294,0,0,0.0,2,True
110,1133,0,0,0.0,4,True
65,2029,1,11,0.0054213898472153,4,True
117,665,0,0,0.0,2,True
31,251,0,0,0.0,2,False
57,211,0,0,0.0,2,False
45,1538,0,0,0.0,4,True
63,383,2,114,0.2976501305483028,4,True
43,865,0,0,0.0,3,False
37,284,0,0,0.0,4,False
35,750,0,0,0.0,3,True
43,1532,0,0,0.0,2,True
62,1009,0,0,0.0,4,False
40,600,0,0,0.0,5,True
46,1209,0,0,0.0,3,True
57,351,0,0,0.0,4,True
43,1670,0,0,0.0,4,False
75,875,0,0,0.0,2,False
56,673,1,93,0.138187221396731,4,True
62,1267,9,443,0.3496448303078137,4,True
76,753,0,0,0.0,5,False
70,1615,0,0,0.0,3,True
35,242,0,0,0.0,2,True
70,1830,0,0,0.0,3,False
60,914,0,0,0.0,3,True
63,637,0,0,0.0,2,False
52,4306,0,0,0.0,1,False
57,1390,1,78,0.056115107913669,2,False
46,1225,3,123,0.1004081632653061,4,False
119,3222,3,193,0.0599006828057107,4,False
49,1011,0,0,0.0,1,True
38,323,0,0,0.0,1,True
57,825,0,0,0.0,4,False
72,813,0,0,0.0,2,False
47,1040,0,0,0.0,4,True
65,545,1,141,0.2587155963302752,4,True
38,412,0,0,0.0,4,True
97,1075,1,15,0.013953488372093,3,True
83,431,0,0,0.0,2,True
42,935,2,21,0.0224598930481283,5,True
37,1577,0,0,0.0,3,False
61,435,1,53,0.1218390804597701,3,False
76,3806,0,0,0.0,3,True
44,564,4,44,0.0780141843971631,3,True
42,509,1,3,0.005893909626719,3,True
53,1699,2,38,0.022366097704532,4,False
46,195,0,0,0.0,5,True
74,1189,2,44,0.0370058873002523,2,True
86,3363,1,86,0.0255724055902468,3,True
63,3268,2,48,0.01468788249694,4,True
53,771,1,40,0.0518806744487678,3,True
53,1385,0,0,0.0,4,True
54,202,0,0,0.0,1,False
56,235,0,0,0.0,2,True
59,286,0,0,0.0,3,False
144,570,0,0,0.0,1,True
68,190,0,0,0.0,1,False
31,1975,0,0,0.0,2,False
25,241,0,0,0.0,1,False
26,521,0,0,0.0,3,False
73,701,0,0,0.0,5,False
36,1488,1,1,0.0006720430107526,2,True
43,1273,8,75,0.0589159465828751,2,False
42,1370,3,77,0.0562043795620437,2,False
127,983,1,14,0.0142421159715157,1,False
41,165,0,0,0.0,1,True
85,1066,0,0,0.0,2,True
32,833,2,60,0.0720288115246098,5,True
55,196,0,0,0.0,2,True
48,487,4,141,0.2895277207392197,3,True
53,3053,1,28,0.0091713069112348,3,False
48,1820,2,8,0.0043956043956043,4,True
65,410,0,0,0.0,2,False
63,565,1,8,0.0141592920353982,4,True
42,302,0,0,0.0,4,True
64,1196,2,169,0.1413043478260869,4,True
62,1856,4,84,0.0452586206896551,4,True
35,962,0,0,0.0,2,False
114,1018,0,0,0.0,3,True
36,371,1,12,0.0323450134770889,5,True
88,3959,0,0,0.0,2,True
58,900,0,0,0.0,1,False
67,1272,1,132,0.1037735849056603,4,True
18,133,2,51,0.3834586466165413,3,True
45,225,0,0,0.0,4,True
47,421,1,39,0.0926365795724465,2,True
41,1748,5,100,0.05720823798627,5,False
58,499,3,18,0.0360721442885771,1,True
66,559,1,15,0.0268336314847942,3,True
50,9034,3,138,0.0152756254150985,4,False
59,491,0,0,0.0,5,True
30,1033,0,0,0.0,3,False
49,796,1,57,0.071608040201005,5,True
47,315,0,0,0.0,2,False
65,394,0,0,0.0,3,True
67,297,0,0,0.0,3,True
53,887,0,0,0.0,3,False
61,766,0,0,0.0,3,True
53,70,0,0,0.0,3,True
61,655,0,0,0.0,3,True
89,577,6,135,0.2339688041594454,5,True
45,635,4,42,0.0661417322834645,4,True
59,1538,0,0,0.0,5,True
54,1549,10,447,0.288573273079406,4,True
86,1166,3,31,0.0265866209262435,2,True
112,570,0,0,0.0,3,True
65,291,0,0,0.0,4,False
40,752,0,0,0.0,1,True
81,1198,0,0,0.0,2,True
69,1662,0,0,0.0,5,True
40,377,2,28,0.0742705570291777,4,False
40,330,0,0,0.0,3,True
62,1131,0,0,0.0,4,True
24,1791,7,77,0.0429927414852037,5,True
49,332,0,0,0.0,5,False
55,157,0,0,0.0,4,False
38,686,5,256,0.3731778425655976,1,True
55,1183,0,0,0.0,3,False
25,769,20,130,0.1690507152145643,2,True
61,331,2,8,0.0241691842900302,3,False
38,1335,1,13,0.0097378277153558,3,False
65,1199,8,97,0.0809007506255212,2,True
121,2235,1,64,0.0286353467561521,2,False
59,701,0,0,0.0,2,True
106,790,1,29,0.0367088607594936,3,True
45,338,0,0,0.0,4,True
76,4172,0,0,0.0,3,True
71,469,5,24,0.0511727078891258,3,True
129,823,0,0,0.0,3,False
56,2039,1,54,0.026483570377636,3,False
132,1229,8,70,0.0569568755085435,4,False
33,3204,0,0,0.0,4,True
141,9579,0,0,0.0,4,False
106,351,0,0,0.0,4,True
54,1336,9,94,0.0703592814371257,5,False
40,1231,2,29,0.0235580828594638,2,False
34,440,1,20,0.0454545454545454,3,False
76,442,6,229,0.5180995475113123,2,False
63,6517,2,22,0.0033757864047874,4,True
77,559,2,280,0.5008944543828264,2,True
49,979,0,0,0.0,4,True
67,100,0,0,0.0,1,True
49,9230,0,0,0.0,2,False
66,560,0,0,0.0,4,True
102,1219,3,50,0.0410172272354388,3,True
54,121,0,0,0.0,3,True
62,1811,0,0,0.0,3,True
110,2487,0,0,0.0,5,False
60,6249,0,0,0.0,2,True
49,267,0,0,0.0,3,False
55,2230,6,618,0.2771300448430493,3,True
37,799,0,0,0.0,3,True
37,875,1,19,0.0217142857142857,3,True
55,1315,3,58,0.0441064638783269,2,False
83,1523,5,302,0.1982928430728824,2,True
61,1053,12,219,0.2079772079772079,2,True
43,1212,1,9,0.0074257425742574,2,True
61,295,0,0,0.0,3,False
69,1078,0,0,0.0,3,False
70,2516,6,96,0.0381558028616852,5,False
61,2836,1,49,0.0172778561354019,2,True
63,137,0,0,0.0,5,True
86,418,0,0,0.0,2,True
73,1303,0,0,0.0,3,False
70,307,2,110,0.3583061889250814,4,True
24,583,0,0,0.0,5,False
51,1875,0,0,0.0,3,False
56,891,0,0,0.0,5,True
35,822,0,0,0.0,2,False
33,1689,0,0,0.0,2,False
48,360,1,76,0.2111111111111111,2,False
70,879,0,0,0.0,3,False
62,2330,4,81,0.034763948497854,3,False
54,1992,0,0,0.0,5,True
29,440,1,27,0.0613636363636363,2,True
51,2954,1,29,0.0098171970209884,4,True
44,686,0,0,0.0,4,False
60,979,1,10,0.010214504596527,2,True
57,138,0,0,0.0,5,True
35,260,0,0,0.0,2,True
67,978,0,0,0.0,3,False
69,573,0,0,0.0,2,False
69,201,0,0,0.0,5,True
94,1691,6,217,0.1283264340626848,2,True
70,504,3,81,0.1607142857142857,4,True
102,194,0,0,0.0,2,True
22,655,4,86,0.1312977099236641,4,True
30,4422,0,0,0.0,5,False
77,646,10,364,0.5634674922600619,2,False
67,1129,6,45,0.0398582816651904,2,True
43,622,1,29,0.0466237942122186,2,False
51,1513,0,0,0.0,3,False
64,512,0,0,0.0,5,False
79,2156,7,193,0.0895176252319109,2,False
45,2043,2,108,0.052863436123348,3,True
37,637,5,178,0.2794348508634223,2,False
54,413,0,0,0.0,2,True
60,419,1,171,0.4081145584725537,4,False
53,1017,0,0,0.0,2,True
78,639,3,10,0.0156494522691705,3,True
55,1189,4,18,0.0151387720773759,1,True
52,1280,1,83,0.06484375,5,False
31,337,1,40,0.1186943620178041,2,True
88,1813,1,24,0.0132377275234418,3,False
125,1098,8,51,0.0464480874316939,3,True
40,231,1,41,0.1774891774891775,4,True
88,601,5,46,0.0765391014975041,2,True
55,919,0,0,0.0,3,True
28,740,3,11,0.0148648648648648,2,True
44,433,6,226,0.5219399538106235,5,True
65,6381,2,23,0.0036044507130543,4,False
79,2169,11,190,0.0875979714153988,5,True
44,97,0,0,0.0,2,True
50,188,3,37,0.1968085106382978,4,True
29,259,0,0,0.0,2,True
71,3578,4,108,0.0301844605925097,5,False
57,1110,2,30,0.027027027027027,5,True
118,1261,0,0,0.0,4,True
93,353,0,0,0.0,1,True
75,173,0,0,0.0,2,True
82,3921,3,54,0.0137719969395562,4,True
40,491,3,128,0.2606924643584521,3,False
17,4922,1,64,0.0130028443722064,1,False
53,1084,0,0,0.0,3,True
61,379,0,0,0.0,2,True
58,615,0,0,0.0,3,True
102,2509,3,33,0.0131526504583499,5,False
44,519,0,0,0.0,4,False
54,322,1,11,0.0341614906832298,3,True
30,931,6,133,0.1428571428571428,1,True
40,3587,12,267,0.0744354613883468,4,False
50,755,11,75,0.0993377483443708,2,True
97,1066,0,0,0.0,3,False
73,617,0,0,0.0,5,True
50,339,1,24,0.0707964601769911,2,False
54,281,1,9,0.0320284697508896,3,False
35,4562,0,0,0.0,5,True
66,160,1,24,0.15,3,False
60,291,1,20,0.0687285223367697,4,True
70,1086,0,0,0.0,3,True
56,2301,1,12,0.0052151238591916,5,True
65,1193,2,16,0.0134115674769488,5,False
88,215,0,0,0.0,2,True
35,729,0,0,0.0,3,True
75,790,8,119,0.150632911392405,4,False
21,1596,0,0,0.0,3,True
52,1225,0,0,0.0,5,True
45,769,0,0,0.0,4,False
65,333,0,0,0.0,2,True
38,718,0,0,0.0,1,True
75,2299,12,75,0.0326228795128316,4,True
23,1475,5,111,0.0752542372881355,3,True
101,1854,1,32,0.0172599784250269,5,True
109,166,0,0,0.0,3,True
72,132,0,0,0.0,1,False
69,1386,0,0,0.0,3,False
50,845,4,138,0.1633136094674556,5,True
62,1264,0,0,0.0,4,False
73,5076,0,0,0.0,5,True
41,385,1,5,0.0129870129870129,2,True
66,433,0,0,0.0,4,True
28,11571,0,0,0.0,1,False
131,1239,0,0,0.0,5,True
43,1043,1,93,0.0891658676893576,4,True
39,667,0,0,0.0,3,True
31,332,0,0,0.0,1,False
68,338,0,0,0.0,3,False
108,851,1,47,0.0552291421856639,4,False
29,554,2,139,0.2509025270758123,1,True
53,933,0,0,0.0,5,True
44,385,1,61,0.1584415584415584,2,True
55,493,1,13,0.0263691683569979,1,True
18,631,1,114,0.1806656101426307,3,False
50,757,2,34,0.0449141347424042,3,True
105,1197,1,49,0.0409356725146198,5,True
39,395,3,89,0.2253164556962025,3,True
64,673,0,0,0.0,2,True
36,1541,0,0,0.0,2,True
77,708,0,0,0.0,4,True
39,1475,1,7,0.0047457627118644,3,True
31,818,1,6,0.0073349633251833,5,True
47,340,0,0,0.0,4,True
126,373,2,24,0.064343163538874,4,True
50,581,1,12,0.0206540447504302,1,True
68,677,1,6,0.0088626292466765,2,True
85,4366,18,170,0.0389372423270728,5,True
75,702,7,255,0.3632478632478632,3,True
66,2013,1,308,0.1530054644808743,4,True
27,3017,4,43,0.0142525687769307,1,False
113,1207,1,39,0.032311516155758,2,True
20,225,0,0,0.0,3,False
35,4131,14,109,0.0263858629871701,4,False
39,576,0,0,0.0,4,True
100,995,12,186,0.1869346733668341,3,True
50,948,1,113,0.1191983122362869,5,True
60,483,1,22,0.0455486542443064,2,True
51,3613,1,104,0.0287849432604483,5,False
36,40,0,0,0.0,3,True
56,721,0,0,0.0,3,True
39,756,0,0,0.0,4,True
49,1496,0,0,0.0,2,True
33,692,1,11,0.0158959537572254,1,True
61,7238,1,96,0.0132633324122685,5,False
56,231,0,0,0.0,2,True
49,3028,11,186,0.0614266842800528,2,True
98,912,1,54,0.0592105263157894,3,True
102,9208,0,0,0.0,5,True
71,316,0,0,0.0,3,False
56,424,2,48,0.1132075471698113,3,False
40,3636,10,375,0.1031353135313531,5,False
43,831,0,0,0.0,3,True
40,308,0,0,0.0,2,True
117,2265,11,191,0.084326710816777,5,True
107,1165,1,57,0.0489270386266094,2,False
58,1169,0,0,0.0,5,True
37,119,1,22,0.1848739495798319,5,False
68,490,1,68,0.1387755102040816,3,True
77,322,1,142,0.4409937888198758,2,True
20,582,1,219,0.3762886597938144,4,False
55,671,1,46,0.0685543964232488,3,True
80,992,5,59,0.0594758064516129,5,True
65,974,2,24,0.0246406570841889,1,True
79,1353,10,100,0.0739098300073909,5,True
72,208,0,0,0.0,3,True
109,187,0,0,0.0,4,True
48,228,0,0,0.0,5,True
51,511,2,13,0.0254403131115459,3,True
46,1516,0,0,0.0,3,False
122,184,0,0,0.0,1,True
50,426,0,0,0.0,4,False
39,268,0,0,0.0,2,True
42,230,0,0,0.0,5,True
65,1854,0,0,0.0,5,False
45,327,2,28,0.0856269113149847,3,True
59,845,3,114,0.1349112426035503,2,True
43,2773,0,0,0.0,5,True
47,1682,7,52,0.0309155766944114,1,True
127,782,6,179,0.2289002557544757,5,True
44,2360,0,0,0.0,5,False
47,1376,10,102,0.0741279069767441,4,True
57,840,0,0,0.0,4,False
78,879,0,0,0.0,4,True
55,774,0,0,0.0,3,True
66,1441,0,0,0.0,2,False
27,10115,0,0,0.0,4,True
28,1599,0,0,0.0,4,False
64,976,0,0,0.0,5,False
54,566,0,0,0.0,4,False
42,428,0,0,0.0,3,False
82,688,3,35,0.0508720930232558,5,True
82,864,0,0,0.0,3,True
88,829,1,9,0.0108564535585042,5,True
25,864,1,12,0.0138888888888888,5,True
78,224,0,0,0.0,5,True
58,474,0,0,0.0,1,True
50,10560,1,17,0.0016098484848484,4,True
36,529,0,0,0.0,1,True
33,206,2,27,0.1310679611650485,3,True
45,412,0,0,0.0,5,True
33,264,1,84,0.3181818181818182,1,True
77,1089,0,0,0.0,5,True
75,543,3,222,0.4088397790055249,2,False
47,404,0,0,0.0,5,True
50,338,0,0,0.0,2,True
140,157,0,0,0.0,3,True
44,838,0,0,0.0,2,True
35,554,0,0,0.0,4,True
55,394,3,12,0.0304568527918781,4,False
73,449,0,0,0.0,2,True
39,1198,1,188,0.1569282136894824,2,True
49,1168,1,181,0.1549657534246575,5,True
80,1374,0,0,0.0,4,False
51,326,3,58,0.1779141104294478,1,False
46,548,0,0,0.0,5,True
33,830,0,0,0.0,1,True
31,329,0,0,0.0,2,True
68,615,0,0,0.0,4,True
97,777,0,0,0.0,5,False
52,1023,2,152,0.1485826001955034,3,True
36,1388,7,104,0.0749279538904899,2,False
79,1629,0,0,0.0,3,True
75,2730,0,0,0.0,4,False
43,337,1,70,0.2077151335311572,3,False
71,2414,0,0,0.0,5,True
47,532,7,61,0.1146616541353383,5,False
91,2641,0,0,0.0,4,True
52,272,0,0,0.0,1,True
43,586,0,0,0.0,3,True
62,402,0,0,0.0,4,True
102,2402,0,0,0.0,1,True
56,647,9,105,0.1622874806800618,2,True
62,537,1,39,0.0726256983240223,4,False
70,1703,0,0,0.0,2,False
70,8801,0,0,0.0,1,True
66,1494,0,0,0.0,5,False
55,846,2,40,0.0472813238770685,2,False
34,424,0,0,0.0,3,False
54,3062,0,0,0.0,3,True
37,1399,3,9,0.0064331665475339,4,True
45,4277,3,14,0.0032733224222585,5,True
37,1366,1,11,0.0080527086383601,4,True
49,1026,0,0,0.0,2,True
62,910,3,102,0.112087912087912,3,True
62,1049,2,27,0.0257387988560533,4,True
67,487,0,0,0.0,2,True
79,489,1,36,0.0736196319018405,1,True
48,7536,0,0,0.0,3,False
35,423,0,0,0.0,3,True
66,1320,6,89,0.0674242424242424,5,True
104,1764,11,87,0.0493197278911564,5,True
80,2048,0,0,0.0,2,True
33,368,1,99,0.2690217391304347,2,False
66,839,1,45,0.0536352800953516,4,False
36,1588,0,0,0.0,2,True
35,298,2,11,0.0369127516778523,4,True
100,641,0,0,0.0,1,False
37,543,2,83,0.152854511970534,3,False
105,4671,0,0,0.0,5,True
63,1860,1,27,0.014516129032258,4,True
54,397,7,64,0.1612090680100755,2,False
78,2509,11,193,0.0769230769230769,5,True
130,693,0,0,0.0,5,False
55,2095,11,112,0.0534606205250596,2,True
59,934,0,0,0.0,3,False
106,274,0,0,0.0,1,True
64,16676,0,0,0.0,4,False
60,1859,2,6,0.0032275416890801,2,True
88,3190,10,97,0.0304075235109717,4,True
48,634,1,5,0.0078864353312302,2,True
63,2503,0,0,0.0,2,True
61,706,0,0,0.0,3,False
69,2165,0,0,0.0,3,True
100,1805,1,16,0.0088642659279778,3,True
35,1106,0,0,0.0,3,True
91,914,4,144,0.1575492341356674,4,False
28,2053,3,96,0.0467608377983438,2,False
54,1996,10,79,0.0395791583166332,3,True
57,634,0,0,0.0,4,True
64,748,10,162,0.2165775401069518,1,True
41,148,0,0,0.0,1,False
91,909,1,115,0.1265126512651265,4,True
76,2037,0,0,0.0,5,True
40,276,4,105,0.3804347826086957,5,True
66,12264,0,0,0.0,3,True
44,636,0,0,0.0,3,True
32,869,0,0,0.0,3,False
64,400,0,0,0.0,1,True
97,1065,2,109,0.1023474178403755,3,True
50,753,0,0,0.0,3,True
28,367,5,101,0.2752043596730245,1,False
60,1121,15,135,0.1204281891168599,3,True
45,826,1,21,0.0254237288135593,4,True
44,513,0,0,0.0,2,True
44,1769,0,0,0.0,3,True
50,202,0,0,0.0,1,True
43,1392,0,0,0.0,3,True
72,1076,1,20,0.0185873605947955,3,True
66,976,0,0,0.0,3,True
47,493,11,50,0.101419878296146,3,True
53,4623,0,0,0.0,3,True
75,633,0,0,0.0,5,True
80,138,0,0,0.0,5,True
79,1056,0,0,0.0,3,True
50,1276,1,57,0.0446708463949843,5,True
57,246,0,0,0.0,2,True
103,481,2,15,0.0311850311850311,3,True
144,2844,0,0,0.0,2,True
146,326,0,0,0.0,2,False
49,927,3,77,0.0830636461704422,1,True
19,400,1,20,0.05,1,True
65,739,0,0,0.0,2,True
87,4972,0,0,0.0,2,False
93,781,0,0,0.0,3,False
49,942,0,0,0.0,4,True
88,840,0,0,0.0,5,True
30,1680,3,176,0.1047619047619047,2,False
105,5024,28,190,0.0378184713375796,5,False
51,887,0,0,0.0,4,True
84,1138,0,0,0.0,5,False
50,311,0,0,0.0,5,True
53,72,0,0,0.0,3,True
56,422,0,0,0.0,2,True
65,424,0,0,0.0,3,False
77,513,1,13,0.0253411306042884,4,True
47,1511,3,51,0.0337524818001323,3,True
64,1493,0,0,0.0,4,False
48,153,1,11,0.0718954248366013,4,True
37,857,1,72,0.0840140023337222,2,True
40,886,0,0,0.0,4,False
76,680,0,0,0.0,3,True
39,766,3,41,0.0535248041775456,4,True
135,5426,11,209,0.0385182454847032,5,True
102,875,4,102,0.1165714285714285,2,True
34,4089,0,0,0.0,5,True
27,4052,0,0,0.0,3,True
42,1120,0,0,0.0,3,True
41,5558,2,44,0.0079165167326376,5,True
84,510,5,92,0.1803921568627451,4,False
70,360,0,0,0.0,1,False
54,361,0,0,0.0,3,True
80,2369,0,0,0.0,1,True
32,270,2,10,0.037037037037037,4,True
69,813,0,0,0.0,5,True
53,1651,1,20,0.0121138703815869,2,True
61,1360,3,28,0.0205882352941176,4,True
41,1064,1,22,0.0206766917293233,4,True
53,1615,6,148,0.091640866873065,3,True
133,858,0,0,0.0,3,False
29,1395,0,0,0.0,3,False
62,1325,0,0,0.0,3,True
37,966,0,0,0.0,3,True
45,4294,0,0,0.0,2,False
79,571,0,0,0.0,3,False
55,1481,0,0,0.0,2,True
85,668,0,0,0.0,5,False
36,363,0,0,0.0,3,True
72,139,0,0,0.0,4,False
78,1148,0,0,0.0,3,False
64,1689,2,212,0.1255180580224985,2,True
67,342,1,70,0.2046783625730994,3,True
78,1104,4,57,0.0516304347826086,4,True
22,3863,0,0,0.0,2,False
34,623,0,0,0.0,2,False
77,2512,2,20,0.0079617834394904,5,True
62,2040,0,0,0.0,5,True
72,574,0,0,0.0,2,False
26,339,0,0,0.0,1,True
44,1038,0,0,0.0,1,True
51,199,0,0,0.0,5,True
52,1260,4,247,0.196031746031746,4,False
63,1383,0,0,0.0,5,True
75,411,5,28,0.0681265206812652,2,True
36,1359,6,95,0.0699043414275202,5,True
47,896,0,0,0.0,4,False
64,373,0,0,0.0,5,True
48,375,0,0,0.0,3,True
114,833,0,0,0.0,3,True
53,1428,0,0,0.0,3,True
45,773,4,73,0.0944372574385511,3,False
41,546,1,35,0.0641025641025641,2,False
79,1672,0,0,0.0,5,True
70,970,0,0,0.0,4,True
102,1121,0,0,0.0,3,False
70,779,0,0,0.0,3,True
39,638,4,80,0.1253918495297805,1,True
34,76,0,0,0.0,2,True
77,1362,6,69,0.0506607929515418,4,False
67,531,0,0,0.0,3,True
43,625,0,0,0.0,3,True
69,2061,0,0,0.0,2,False
73,6501,0,0,0.0,4,False
75,3397,2,304,0.0894907271121577,5,False
64,167,1,24,0.1437125748502994,2,True
67,280,1,6,0.0214285714285714,2,True
74,228,0,0,0.0,3,False
51,3113,0,0,0.0,5,True
54,3348,3,235,0.0701911589008363,5,False
56,2394,3,98,0.0409356725146198,4,True
63,2430,1,158,0.0650205761316872,2,False
62,1333,0,0,0.0,2,True
43,376,5,61,0.1622340425531915,5,True
39,845,10,97,0.114792899408284,5,True
83,1103,3,199,0.1804170444242973,3,True
34,273,2,96,0.3516483516483517,2,False
144,471,0,0,0.0,5,False
47,2649,0,0,0.0,2,False
68,2844,1,3575,1.2570323488045008,3,False
63,219,0,0,0.0,2,False
36,1255,0,0,0.0,4,False
29,3736,6,125,0.033458244111349,4,False
74,891,0,0,0.0,3,True
25,356,1,7,0.0196629213483146,3,False
33,1162,1,6,0.0051635111876075,3,True
88,1322,0,0,0.0,4,True
133,779,0,0,0.0,4,True
73,2172,0,0,0.0,2,False
81,1405,3,106,0.0754448398576512,5,True
50,1158,4,29,0.0250431778929188,4,True
51,936,4,73,0.0779914529914529,3,True
46,1440,0,0,0.0,5,False
77,72,0,0,0.0,4,True
47,231,0,0,0.0,1,False
57,783,0,0,0.0,5,True
69,1612,0,0,0.0,3,False
47,303,0,0,0.0,5,False
52,449,2,83,0.1848552338530066,2,False
68,254,0,0,0.0,3,True
85,2328,0,0,0.0,3,False
46,671,2,88,0.1311475409836065,2,False
70,918,5,81,0.088235294117647,5,False
52,1309,0,0,0.0,1,False
45,467,5,26,0.0556745182012847,1,True
28,667,0,0,0.0,4,True
61,596,1,29,0.0486577181208053,1,True
31,598,0,0,0.0,2,True
73,4502,2,11,0.00244335850733,5,True
52,2860,4,97,0.0339160839160839,5,True
58,361,2,203,0.5623268698060941,3,False
121,414,0,0,0.0,3,True
95,1977,0,0,0.0,3,True
68,2499,1,60,0.0240096038415366,4,False
26,478,3,69,0.1443514644351464,5,True
53,1653,3,323,0.1954022988505747,4,True
150,1154,2,37,0.0320623916811091,2,True
76,755,0,0,0.0,5,False
68,324,0,0,0.0,3,False
52,536,1,102,0.1902985074626865,4,False
40,606,4,82,0.1353135313531353,5,True
57,1059,2,36,0.0339943342776204,5,False
53,496,1,9,0.0181451612903225,1,True
120,366,2,31,0.0846994535519125,3,True
83,387,1,10,0.0258397932816537,4,True
59,159,0,0,0.0,3,False
57,1451,0,0,0.0,4,True
60,265,0,0,0.0,4,True
66,1108,1,17,0.0153429602888086,1,True
